timestamp_epoch;elapsed_s;source;technology;band;device;rssi_dbm;adc_code;voltage_v;power_detector_dbm;power_antenna_dbm;power_w;duration_s;energy_j;cumulative_energy_j;packet_length_bytes;pdu_type;channel;alert_level;simulated
1787663639.0751514;5.512600457999724;Simulation LoRa;LoRa;868 MHz;LoRa 868.100 MHz;-87.13515263548136;;;;-87.13515263548136;1.9341258813745644e-12;0.041216;7.971693232673405e-14;7.971693232673405e-14;12;"SNR=6.75;SF=7;BW=125.0;CR=4/5;F=868.100;CRC=OK;PAYLOAD=54454d504f5f4c4f52415f31";7;VERT;True
1787663639.1612036;5.597089808999954;Simulation RF;Détection RF large bande;868 MHz;868 MHz;;2472;1.9920845363770163;-35.68338145508065;-68.68338145508065;1.3541346606133797e-10;0.1;1.3541346606133797e-11;1.3541346606133797e-11;;;;ORANGE;True
1787663639.1650667;5.597089808999954;Simulation RF;Détection RF large bande;2,45 GHz;2,45 GHz;;2794;2.2517589463948418;-46.070357855793674;-62.77035785579368;5.284017100282939e-10;0.1;5.2840171002829394e-11;5.2840171002829394e-11;;;;ORANGE;True
1787663639.1869786;5.624426287999995;Wi-Fi;Wi-Fi;2,4/5 GHz;wlan0;-39.0;;;;-39.0;1.2589254117941662e-07;0.1;1.2589254117941663e-08;1.2589254117941663e-08;;;;ROUGE;False
1787663639.26018;5.697249284000463;Simulation RF;Détection RF large bande;868 MHz;868 MHz;;2458;1.9804382745839257;-35.21753098335702;-68.21753098335702;1.5074638340395992e-10;0.1;1.5074638340395994e-11;2.861598494652979e-11;;;;ORANGE;True
1787663639.2605164;5.697249284000463;Simulation RF;Détection RF large bande;2,45 GHz;2,45 GHz;;2806;2.2614824844041035;-46.45929937616414;-63.15929937616414;4.831367375940928e-10;0.1;4.831367375940928e-11;1.0115384476223867e-10;;;;ORANGE;True
1787663639.2773623;5.714812934999827;Wi-Fi;Wi-Fi;2,4/5 GHz;wlan0;-37.0;;;;-37.0;1.9952623149688787e-07;0.1;1.995262314968879e-08;3.2541877267630454e-08;;;;ROUGE;False
1787663639.3602102;5.797398888999851;Simulation RF;Détection RF large bande;868 MHz;868 MHz;;2383;1.920313809089815;-32.8125523635926;-65.8125523635926;2.6226767342372674e-10;0.1;2.6226767342372677e-11;5.484275228890247e-11;;;;ORANGE;True
1787663639.360435;5.797398888999851;Simulation RF;Détection RF large bande;2,45 GHz;2,45 GHz;;2836;2.2855875668283097;-47.423502673132376;-64.12350267313238;3.8694543968882297e-10;0.1;3.86945439688823e-11;1.3984838873112097e-10;;;;ORANGE;True
1787663639.3732839;5.810732019999705;Wi-Fi;Wi-Fi;2,4/5 GHz;wlan0;-36.0;;;;-36.0;2.5118864315095823e-07;0.1;2.5118864315095824e-08;5.766074158272628e-08;;;;ROUGE;False
1787663639.4603276;5.897521142999722;Simulation RF;Détection RF large bande;868 MHz;868 MHz;;2379;1.917264859784417;-32.69059439137668;-65.69059439137668;2.697370235184618e-10;0.1;2.697370235184618e-11;8.181645464074865e-11;;;;ORANGE;True
1787663639.4606419;5.897521142999722;Simulation RF;Détection RF large bande;2,45 GHz;2,45 GHz;;2789;2.2471551265907244;-45.886205063628964;-62.58620506362896;5.512892115464586e-10;0.1;5.512892115464586e-11;1.9497730988576682e-10;;;;ORANGE;True
1787663639.47244;5.909887380999862;Wi-Fi;Wi-Fi;2,4/5 GHz;wlan0;-35.0;;;;-35.0;3.162277660168379e-07;0.1;3.162277660168379e-08;8.928351818441008e-08;;;;ROUGE;False
1787663639.5607955;5.997767114999988;Simulation RF;Détection RF large bande;868 MHz;868 MHz;;2355;1.8979466763065844;-31.917867052263375;-64.91786705226338;3.2226511412950166e-10;0.1;3.222651141295017e-11;1.1404296605369881e-10;;;;ORANGE;True
1787663639.5611982;5.997767114999988;Simulation RF;Détection RF large bande;2,45 GHz;2,45 GHz;;2790;2.2486648923760817;-45.94659569504327;-62.64659569504327;5.436763361744019e-10;0.1;5.436763361744019e-11;2.49344943503207e-10;;;;ORANGE;True
1787663639.5843847;6.021833151999999;Wi-Fi;Wi-Fi;2,4/5 GHz;wlan0;-34.0;;;;-34.0;3.981071705534969e-07;0.1;3.9810717055349696e-08;1.2909423523975978e-07;;;;ROUGE;False
1787663639.6610174;6.098076862000198;Simulation RF;Détection RF large bande;868 MHz;868 MHz;;2466;1.9874143704790759;-35.49657481916303;-68.49657481916303;1.413652019966084e-10;0.1;1.4136520199660842e-11;1.2817948625335965e-10;;;;ORANGE;True
1787663639.6613295;6.098076862000198;Simulation RF;Détection RF large bande;2,45 GHz;2,45 GHz;;2877;2.318448432840972;-48.73793731363888;-65.43793731363888;2.8589480814653413e-10;0.1;2.8589480814653413e-11;2.779344243178604e-10;;;;ORANGE;True
