timestamp_epoch;elapsed_s;source;technology;band;device;rssi_dbm;adc_code;voltage_v;power_detector_dbm;power_antenna_dbm;power_w;duration_s;energy_j;cumulative_energy_j;packet_length_bytes;pdu_type;channel;alert_level;simulated
1787666783.5626125;4.614651779000269;BLE Sniffer;Appareil BLE;2,4 GHz BLE;5d:a7:5f:07:7c:cc;-85.0;;;;-85.0;3.1622776601683794e-12;0.00028;8.854377448471461e-16;8.854377448471461e-16;25;0x00;37;VERT;False
1787666783.663289;4.715328633001263;BLE Sniffer;iBeacon;2,4 GHz BLE;43:63:8d:44:25:b4;-62.0;;;;-62.0;6.309573444801942e-10;0.000368;2.321923027687115e-13;2.321923027687115e-13;36;0x00;38;ORANGE;False
1787666783.763963;4.816002488001686;BLE Sniffer;iBeacon;2,4 GHz BLE;43:63:8d:44:25:b4;-70.0;;;;-70.0;1e-10;0.000368;3.68e-14;2.689923027687115e-13;36;0x00;39;ORANGE;False
1787666783.8646808;4.916720963999978;BLE Sniffer;Appareil BLE;2,4 GHz BLE;5d:a7:5f:07:7c:cc;-84.0;;;;-84.0;3.9810717055349695e-12;0.00028;1.1147000775497915e-15;2.0001378223969375e-15;25;0x00;37;VERT;False
1787666783.9653409;5.017380673001753;BLE Sniffer;iBeacon;2,4 GHz BLE;43:63:8d:44:25:b4;-65.0;;;;-65.0;3.1622776601683795e-10;0.000368;1.1637181789419636e-13;3.8536412066290787e-13;36;0x00;38;ORANGE;False
1787666784.1662927;5.218332264001219;BLE Sniffer;Appareil BLE;2,4 GHz BLE;5d:a7:5f:07:7c:cc;-75.0;;;;-75.0;3.1622776601683794e-11;0.00028;8.854377448471461e-15;1.0854515270868399e-14;25;0x00;39;VERT;False
1787666784.266968;5.319007539001177;BLE Sniffer;iBeacon;2,4 GHz BLE;43:63:8d:44:25:b4;-74.0;;;;-74.0;3.9810717055349695e-11;0.000368;1.4650343876368688e-14;4.0001446453927656e-13;36;0x00;37;VERT;False
1787666784.4679232;5.519963252001617;BLE Sniffer;Appareil BLE;2,4 GHz BLE;5d:a7:5f:07:7c:cc;-50.0;;;;-50.0;1e-08;0.000176;1.76e-12;1.7708545152708683e-12;12;0x03;38;ROUGE;False
1787666784.468009;5.520047219000844;BLE Sniffer;Appareil BLE;2,4 GHz BLE;5d:a7:5f:07:7c:cc;-77.0;;;;-77.0;1.9952623149688828e-11;0.00028;5.586734481912872e-15;1.7764412497527812e-12;25;0x00;39;VERT;False
1787666784.5688329;5.620872171000883;BLE Sniffer;iBeacon;2,4 GHz BLE;43:63:8d:44:25:b4;-75.0;;;;-75.0;3.1622776601683794e-11;0.000368;1.1637181789419636e-14;4.116516463286962e-13;36;0x00;37;VERT;False
